"trial_number","layer_from","node_from","layer_to","node_to"
613,7,216,"2",216
613,7,216,"4",216
613,7,216,"5",216
613,7,225,"4",225
613,7,274,"1",274
613,7,274,"2",274
613,7,274,"3",274
613,7,274,"4",274
613,7,274,"5",274
613,7,219,"3",219
613,7,141,"5",141
613,7,141,"6",141
613,7,170,"1",170
613,7,170,"2",170
613,7,170,"4",170
613,7,170,"5",170
613,7,170,"6",170
613,7,99,"3",99
613,1,12,"3",12
613,1,12,"4",12
613,1,12,"5",12
613,1,12,"6",12
613,1,14,"2",14
613,1,14,"4",14
613,1,15,"2",15
613,1,17,"2",17
613,1,17,"3",17
613,1,17,"4",17
613,1,17,"5",17
613,1,17,"6",17
613,1,26,"2",26
613,1,26,"3",26
613,1,26,"4",26
613,1,26,"5",26
613,1,26,"6",26
613,1,8,"2",8
613,1,8,"3",8
613,1,8,"4",8
613,1,8,"5",8
613,1,8,"6",8
613,1,8,"7",8
613,1,9,"2",9
613,1,9,"3",9
613,1,9,"4",9
613,1,9,"5",9
613,1,9,"6",9
613,1,9,"7",9
613,2,14,"1",14
613,2,14,"4",14
613,2,15,"1",15
613,2,17,"1",17
613,2,17,"3",17
613,2,17,"4",17
613,2,17,"5",17
613,2,17,"6",17
613,2,26,"1",26
613,2,26,"3",26
613,2,26,"4",26
613,2,26,"5",26
613,2,26,"6",26
613,2,36,"6",36
613,2,8,"1",8
613,2,8,"3",8
613,2,8,"4",8
613,2,8,"5",8
613,2,8,"6",8
613,2,8,"7",8
613,2,9,"1",9
613,2,9,"3",9
613,2,9,"4",9
613,2,9,"5",9
613,2,9,"6",9
613,2,9,"7",9
613,3,12,"1",12
613,3,12,"4",12
613,3,12,"5",12
613,3,12,"6",12
613,3,16,"5",16
613,3,16,"6",16
613,3,17,"1",17
613,3,17,"2",17
613,3,17,"4",17
613,3,17,"5",17
613,3,17,"6",17
613,3,26,"1",26
613,3,26,"2",26
613,3,26,"4",26
613,3,26,"5",26
613,3,26,"6",26
613,3,34,"4",34
613,3,34,"6",34
613,3,35,"5",35
613,3,35,"6",35
613,3,35,"7",35
613,3,38,"4",38
613,3,38,"5",38
613,3,38,"7",38
613,3,8,"1",8
613,3,8,"2",8
613,3,8,"4",8
613,3,8,"5",8
613,3,8,"6",8
613,3,8,"7",8
613,3,9,"1",9
613,3,9,"2",9
613,3,9,"4",9
613,3,9,"5",9
613,3,9,"6",9
613,3,9,"7",9
613,4,1,"5",1
613,4,1,"6",1
613,4,10,"5",10
613,4,10,"6",10
613,4,10,"7",10
613,4,12,"1",12
613,4,12,"3",12
613,4,12,"5",12
613,4,12,"6",12
613,4,13,"5",13
613,4,14,"1",14
613,4,14,"2",14
613,4,17,"1",17
613,4,17,"2",17
613,4,17,"3",17
613,4,17,"5",17
613,4,17,"6",17
613,4,20,"6",20
613,4,26,"1",26
613,4,26,"2",26
613,4,26,"3",26
613,4,26,"5",26
613,4,26,"6",26
613,4,31,"5",31
613,4,31,"6",31
613,4,31,"7",31
613,4,34,"3",34
613,4,34,"6",34
613,4,37,"7",37
613,4,38,"3",38
613,4,38,"5",38
613,4,38,"7",38
613,4,8,"1",8
613,4,8,"2",8
613,4,8,"3",8
613,4,8,"5",8
613,4,8,"6",8
613,4,8,"7",8
613,4,9,"1",9
613,4,9,"2",9
613,4,9,"3",9
613,4,9,"5",9
613,4,9,"6",9
613,4,9,"7",9
613,5,1,"4",1
613,5,1,"6",1
613,5,10,"4",10
613,5,10,"6",10
613,5,10,"7",10
613,5,12,"1",12
613,5,12,"3",12
613,5,12,"4",12
613,5,12,"6",12
613,5,13,"4",13
613,5,16,"3",16
613,5,16,"6",16
613,5,17,"1",17
613,5,17,"2",17
613,5,17,"3",17
613,5,17,"4",17
613,5,17,"6",17
613,5,26,"1",26
613,5,26,"2",26
613,5,26,"3",26
613,5,26,"4",26
613,5,26,"6",26
613,5,31,"4",31
613,5,31,"6",31
613,5,31,"7",31
613,5,35,"3",35
613,5,35,"6",35
613,5,35,"7",35
613,5,38,"3",38
613,5,38,"4",38
613,5,38,"7",38
613,5,4,"6",4
613,5,4,"7",4
613,5,5,"7",5
613,5,8,"1",8
613,5,8,"2",8
613,5,8,"3",8
613,5,8,"4",8
613,5,8,"6",8
613,5,8,"7",8
613,5,9,"1",9
613,5,9,"2",9
613,5,9,"3",9
613,5,9,"4",9
613,5,9,"6",9
613,5,9,"7",9
613,6,1,"4",1
613,6,1,"5",1
613,6,10,"4",10
613,6,10,"5",10
613,6,10,"7",10
613,6,12,"1",12
613,6,12,"3",12
613,6,12,"4",12
613,6,12,"5",12
613,6,16,"3",16
613,6,16,"5",16
613,6,17,"1",17
613,6,17,"2",17
613,6,17,"3",17
613,6,17,"4",17
613,6,17,"5",17
613,6,20,"4",20
613,6,26,"1",26
613,6,26,"2",26
613,6,26,"3",26
613,6,26,"4",26
613,6,26,"5",26
613,6,31,"4",31
613,6,31,"5",31
613,6,31,"7",31
613,6,33,"7",33
613,6,34,"3",34
613,6,34,"4",34
613,6,35,"3",35
613,6,35,"5",35
613,6,35,"7",35
613,6,36,"2",36
613,6,4,"5",4
613,6,4,"7",4
613,6,8,"1",8
613,6,8,"2",8
613,6,8,"3",8
613,6,8,"4",8
613,6,8,"5",8
613,6,8,"7",8
613,6,9,"1",9
613,6,9,"2",9
613,6,9,"3",9
613,6,9,"4",9
613,6,9,"5",9
613,6,9,"7",9
613,7,10,"4",10
613,7,10,"5",10
613,7,10,"6",10
613,7,31,"4",31
613,7,31,"5",31
613,7,31,"6",31
613,7,33,"6",33
613,7,35,"3",35
613,7,35,"5",35
613,7,35,"6",35
613,7,37,"4",37
613,7,38,"3",38
613,7,38,"4",38
613,7,38,"5",38
613,7,4,"5",4
613,7,4,"6",4
613,7,5,"5",5
613,7,8,"1",8
613,7,8,"2",8
613,7,8,"3",8
613,7,8,"4",8
613,7,8,"5",8
613,7,8,"6",8
613,7,9,"1",9
613,7,9,"2",9
613,7,9,"3",9
613,7,9,"4",9
613,7,9,"5",9
613,7,9,"6",9
